Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,147,147,332,169,170,860,852
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,0,0,8
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,27,2,2,25,8
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,17,8,4,51,32
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,72,72,123,99,59,471,359
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,27,27,53,19,42,99,133
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,13,13,19,19,17,85,87
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,385,385,423,423,594,2236,2471
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,8,0,8,8,25
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,10,10,30,27,21,99,72
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,61,0
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,0,0,38,0,150
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,71,71,197,32,116,222,378
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,411,411,1031,442,222,2001,1018
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4225,4225,6972,2470,2546,15834,11449
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2701,2701,7505,2553,1987,11615,11097
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,4,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,282,282,124,91,192,619,757
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,121,121,226,178,85,761,549
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,5,0,5,0
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,300,0,729,0
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,2,0,2,0
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,0,3,0
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,32,0,52,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,2,0,2,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,12,0,0,-1,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,43,14,0,194,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,50,0,50,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,-2,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,89,0,0,-5,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,-7,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,59,12,0,82,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,317,118,0,617,0
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,1035,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,324,0,0,-10,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,329,7,0,11,0
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,364,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,44,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,128,0,0,-7,0
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,9,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,15,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,15,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,13,2,0,3,0
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,18,6,0,13,0
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,181,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,35,33,0,85,0
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,33,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2119,627,0,2995,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,1339,597,0,3251,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2378,1302,0,4934,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,67,47,0,182,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,183,22,0,63,0
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12,12,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19,19,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,2,7,10,26,17
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,26,17,17,80,73
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,10,10,2,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,18,18,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,FRIDAYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,EL POLLO REAL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,28,28,143,109,100,390,333
REGION MODERNO,CUENTAS CLAVES,CINESTAR,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEPOLIS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEPLANET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEMARK,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHILIS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,221,221,-10,95,79,527,657
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,990,990,709,1141,756,4394,2649
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19,19,59,31,40,121,109
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,60,60,172,121,88,556,407
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,52,52,10,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,10,12,31,43
REGION MODERNO,CUENTAS CLAVES,FRIDAYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,55,55,55,24,62,209,183
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,657,657,245,140,330,867,2120
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,853,853,977,471,1053,3973,3338
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,363,363,0,1885,1488,8243,9209
REGION MODERNO,CUENTAS CLAVES,SUBWAY,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,10,10,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SEGUNDO MUELLE,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,50,50,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,443,443,0,-4,33,43,67
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,527,527,0,17,40,74,262
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,38,36,418,145
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,22,22,0,0,26,592,209
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,47,47,0,0,6,12,6
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,199,199,0,0,10,-19,24
REGION MODERNO,CUENTAS CLAVES,PASEO COLON,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,7,5,31,24
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,2,5,10
REGION MODERNO,CUENTAS CLAVES,LA VERDAD DE LA MILANESA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LA TRATORIA DI MAMBRINO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LA ROMANA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,5,0,5,10
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,29,10,69,50
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,32,32,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,FRIDAYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,29,29,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,16,16,0,2,0,2,10
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,11,11,0,133,150,701,756
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,DON BUFFET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,32,32,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,DOMINOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINESTAR,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,14,14,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEPOLIS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,13,13,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEPLANET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,75,75,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CINEMARK,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,49,49,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHILIS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,12,0,214,0
REGION MODERNO,CUENTAS CLAVES,CHIFA JADE,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,0,0,7
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,14,19,48
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,0,0,0,45,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,928,928,0,817,1014,3694,4158
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1121,1121,0,588,1505,2554,7047
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3266,3266,0,2473,3336,12520,15211
