FINFO,PERIODO,MES,NATURALEZA,PRODUCTO,APLICATIVO,NOMAREA,NUMERO,SALDO
2018/07,2018,JUL,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,24,106
2018/07,2018,JUL,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,38214,13876
2018/07,2018,JUL,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,194,320
2018/07,2018,JUL,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,281,9795
2018/07,2018,JUL,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,32,259316
2018/07,2018,JUL,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,15,33213
2018/07,2018,JUL,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,114,554049
2018/07,2018,JUL,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,396,2397540
2018/07,2018,JUL,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,447,1920064
2018/07,2018,JUL,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,203,186467
2018/07,2018,JUL,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,462,827441
2018/07,2018,JUL,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2913,24128651
2018/07,2018,JUL,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,28,36299
2018/07,2018,JUL,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,40,10379
2018/07,2018,JUL,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,4888,411482
2018/07,2018,JUL,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,16,328
2018/07,2018,JUL,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,4,331
2018/07,2018,JUL,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,19,10
2018/07,2018,JUL,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3353,51185
2018/07,2018,JUL,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,223,203821
2018/07,2018,JUL,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,54,287
2018/07,2018,JUL,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,2,0
2018/07,2018,JUL,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,236,993
2018/08,2018,AGO,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,5,10
2018/08,2018,AGO,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1806,22739
2018/08,2018,AGO,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,10,370
2018/08,2018,AGO,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,26,1
2018/08,2018,AGO,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,406,5442
2018/08,2018,AGO,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2306,2368
2018/08,2018,AGO,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,99,6
2018/08,2018,AGO,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,37648,83818
2018/08,2018,AGO,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2018/08,2018,AGO,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,50,279
2018/08,2018,AGO,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1038,43533
2018/08,2018,AGO,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,70767,226060
2018/08,2018,AGO,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,46,3
2018/08,2018,AGO,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,41775,15058
2018/08,2018,AGO,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,260,212
2018/08,2018,AGO,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,357,15915
2018/08,2018,AGO,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,43,149368
2018/08,2018,AGO,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,6,18824
2018/08,2018,AGO,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,79,447919
2018/08,2018,AGO,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,437,2229360
2018/08,2018,AGO,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,498,1377133
2018/08,2018,AGO,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,230,201452
2018/08,2018,AGO,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,540,730592
2018/08,2018,AGO,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2967,25987917
2018/08,2018,AGO,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA B.MINORISTA,4,9679
2018/08,2018,AGO,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,29,38114
2018/08,2018,AGO,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,107,18217
2018/08,2018,AGO,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,5023,270414
2018/08,2018,AGO,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,12,120
2018/08,2018,AGO,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,1,11
2018/08,2018,AGO,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,9,274
2018/08,2018,AGO,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3542,55482
2018/08,2018,AGO,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,204,28174
2018/08,2018,AGO,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,43,50
2018/08,2018,AGO,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,5,46
2018/08,2018,AGO,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA CIB,2,0
2018/08,2018,AGO,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,263,1561
2018/09,2018,SET,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,2,0
2018/09,2018,SET,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1891,28310
2018/09,2018,SET,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,9,37
2018/09,2018,SET,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,10,599
2018/09,2018,SET,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,425,2079
2018/09,2018,SET,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2007,2583
2018/09,2018,SET,PASIVOS,CTS,C.T.S.,AREA BCA.EMP. Y CORP,14,0
2018/09,2018,SET,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,41,27
2018/09,2018,SET,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,29687,73992
2018/09,2018,SET,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,45,145
2018/09,2018,SET,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,931,37966
2018/09,2018,SET,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,1,11
2018/09,2018,SET,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,69630,221480
2018/09,2018,SET,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,60,69
2018/09,2018,SET,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,35753,14681
2018/09,2018,SET,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA BCA.EMP. Y CORP,11,10
2018/09,2018,SET,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,99,98
2018/09,2018,SET,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,272,11247
2018/09,2018,SET,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,37,162113
2018/09,2018,SET,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,7,17781
2018/09,2018,SET,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,50,158899
2018/09,2018,SET,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,376,2372939
2018/09,2018,SET,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,383,1214326
2018/09,2018,SET,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,197,283005
2018/09,2018,SET,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,604,969316
2018/09,2018,SET,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2748,20331044
2018/09,2018,SET,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA B.MINORISTA,1,3559
2018/09,2018,SET,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,26,34804
2018/09,2018,SET,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,49,6874
2018/09,2018,SET,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,3909,278288
2018/09,2018,SET,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,19,0
2018/09,2018,SET,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,3,0
2018/09,2018,SET,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,10,48
2018/09,2018,SET,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3565,45395
2018/09,2018,SET,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,301,72863
2018/09,2018,SET,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,13,23
2018/09,2018,SET,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA CIB,6,0
2018/09,2018,SET,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,324,2195
2018/10,2018,OCT,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,8,0
2018/10,2018,OCT,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,2097,22709
2018/10,2018,OCT,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,10,30
2018/10,2018,OCT,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,407,1890
2018/10,2018,OCT,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,6350,1851
2018/10,2018,OCT,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,234,2
2018/10,2018,OCT,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,31154,78556
2018/10,2018,OCT,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA BCA.EMP. Y CORP,3,10677
2018/10,2018,OCT,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,68,249
2018/10,2018,OCT,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1457,40972
2018/10,2018,OCT,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,2,15
2018/10,2018,OCT,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,84941,255807
2018/10,2018,OCT,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2018/10,2018,OCT,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,62,13
2018/10,2018,OCT,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,41645,18329
2018/10,2018,OCT,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2018/10,2018,OCT,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,140,149
2018/10,2018,OCT,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,280,19463
2018/10,2018,OCT,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,28,63019
2018/10,2018,OCT,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,4,15053
2018/10,2018,OCT,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,59,301798
2018/10,2018,OCT,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,326,2370625
2018/10,2018,OCT,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,524,1659936
2018/10,2018,OCT,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,199,239095
2018/10,2018,OCT,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,541,810603
2018/10,2018,OCT,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,3162,26391617
2018/10,2018,OCT,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,32,40180
2018/10,2018,OCT,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,53,10754
2018/10,2018,OCT,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,4254,340435
2018/10,2018,OCT,PASIVOS,PLAZO PN,CTA.PLAZO,AREA BCA.EMP. Y CORP,1,1834
2018/10,2018,OCT,PASIVOS,PLAZO PN,CTA.PLAZO,AREA DIST.RED MASIVA,1,11
2018/10,2018,OCT,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,9,2
2018/10,2018,OCT,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,2,155
2018/10,2018,OCT,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,34,108
2018/10,2018,OCT,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3912,54418
2018/10,2018,OCT,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,365,18905
2018/10,2018,OCT,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,20,1501
2018/10,2018,OCT,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA CIB,2,391795
2018/10,2018,OCT,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,564,2401
2018/11,2018,NOV,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,8,267376
2018/11,2018,NOV,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1935,22024
2018/11,2018,NOV,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,16,1328
2018/11,2018,NOV,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,12,7409
2018/11,2018,NOV,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,298,2612
2018/11,2018,NOV,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,19565,7105
2018/11,2018,NOV,PASIVOS,CTS,C.T.S.,AREA BCA.EMP. Y CORP,1,0
2018/11,2018,NOV,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,406,406
2018/11,2018,NOV,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,24802,56846
2018/11,2018,NOV,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,63,281
2018/11,2018,NOV,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1844,61725
2018/11,2018,NOV,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA CIB,2,3608
2018/11,2018,NOV,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,1,0
2018/11,2018,NOV,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,87303,261636
2018/11,2018,NOV,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA BCA.EMP. Y CORP,2,0
2018/11,2018,NOV,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,84,79
2018/11,2018,NOV,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,36872,16370
2018/11,2018,NOV,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,1
2018/11,2018,NOV,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,184,224
2018/11,2018,NOV,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,207,82168
2018/11,2018,NOV,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA DIST.RED MASIVA,1,0
2018/11,2018,NOV,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,38,130367
2018/11,2018,NOV,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,10,20819
2018/11,2018,NOV,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,51,288125
2018/11,2018,NOV,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,330,2180155
2018/11,2018,NOV,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,359,2089714
2018/11,2018,NOV,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,179,203664
2018/11,2018,NOV,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,463,799282
2018/11,2018,NOV,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2782,21076281
2018/11,2018,NOV,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,24,39395
2018/11,2018,NOV,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,40,8131
2018/11,2018,NOV,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,3816,245241
2018/11,2018,NOV,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,22,1
2018/11,2018,NOV,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,4,80
2018/11,2018,NOV,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,47,1652
2018/11,2018,NOV,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3985,46921
2018/11,2018,NOV,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,651,32476
2018/11,2018,NOV,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,40,1746
2018/11,2018,NOV,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,7,49
2018/11,2018,NOV,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,904,2168
2018/11,2018,NOV,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA DIST.RED MASIVA,1,0
2018/12,2018,DIC,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,3,94
2018/12,2018,DIC,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1532,26032
2018/12,2018,DIC,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,8,918
2018/12,2018,DIC,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,13,7078
2018/12,2018,DIC,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,344,2331
2018/12,2018,DIC,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2310,1794
2018/12,2018,DIC,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,46,53
2018/12,2018,DIC,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,20735,45747
2018/12,2018,DIC,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,43,2
2018/12,2018,DIC,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1376,44967
2018/12,2018,DIC,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2018/12,2018,DIC,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,2,1
2018/12,2018,DIC,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,80403,278133
2018/12,2018,DIC,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2018/12,2018,DIC,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,63,28
2018/12,2018,DIC,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,31950,13610
2018/12,2018,DIC,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,91,171
2018/12,2018,DIC,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,189,68825
2018/12,2018,DIC,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,33,118006
2018/12,2018,DIC,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,23,34706
2018/12,2018,DIC,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,34,171821
2018/12,2018,DIC,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,201,1061112
2018/12,2018,DIC,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,398,1379050
2018/12,2018,DIC,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,167,190776
2018/12,2018,DIC,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,382,712147
2018/12,2018,DIC,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2216,22230923
2018/12,2018,DIC,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,25,49006
2018/12,2018,DIC,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,27,5437
2018/12,2018,DIC,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,3966,333320
2018/12,2018,DIC,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,11,2
2018/12,2018,DIC,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,4,315
2018/12,2018,DIC,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,19,21
2018/12,2018,DIC,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3197,56440
2018/12,2018,DIC,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,238,82428
2018/12,2018,DIC,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,35,197
2018/12,2018,DIC,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA CIB,1,0
2018/12,2018,DIC,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,583,1979
2018/12,2018,DIC,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,1,0
2018/12,2018,DIC,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA DIST.RED MASIVA,2,0
2019/01,2019,ENE,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,5,0
2019/01,2019,ENE,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1961,27697
2019/01,2019,ENE,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,9,654
2019/01,2019,ENE,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,2,0
2019/01,2019,ENE,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,405,2621
2019/01,2019,ENE,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2291,899
2019/01,2019,ENE,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,23,0
2019/01,2019,ENE,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,24116,47790
2019/01,2019,ENE,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,49,53
2019/01,2019,ENE,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1244,30913
2019/01,2019,ENE,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,102064,301748
2019/01,2019,ENE,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,84,232
2019/01,2019,ENE,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,45040,19189
2019/01,2019,ENE,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,99,137
2019/01,2019,ENE,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,176,8631
2019/01,2019,ENE,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,26,152248
2019/01,2019,ENE,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,18,39357
2019/01,2019,ENE,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,45,282603
