FINFO,PERIODO,MES,NATURALEZA,PRODUCTO,APLICATIVO,NOMAREA,NUMERO,SALDO
2019/01,2019,ENE,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,350,2173810
2019/01,2019,ENE,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,507,1796946
2019/01,2019,ENE,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,147,183624
2019/01,2019,ENE,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,593,1037198
2019/01,2019,ENE,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA CIB,1,3203
2019/01,2019,ENE,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,3054,27334440
2019/01,2019,ENE,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA B.MINORISTA,1,9822
2019/01,2019,ENE,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,28,57651
2019/01,2019,ENE,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,24,4426
2019/01,2019,ENE,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,5963,598109
2019/01,2019,ENE,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,18,1
2019/01,2019,ENE,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,2,23
2019/01,2019,ENE,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,19,51
2019/01,2019,ENE,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3593,106237
2019/01,2019,ENE,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,343,71368
2019/01,2019,ENE,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,42,1564
2019/01,2019,ENE,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,1,54
2019/01,2019,ENE,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,471,1859
2019/01,2019,ENE,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA DIST.RED MASIVA,6,0
2019/02,2019,FEB,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,5,154
2019/02,2019,FEB,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,1783,14379
2019/02,2019,FEB,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,10,13796
2019/02,2019,FEB,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,2,0
2019/02,2019,FEB,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,339,1902
2019/02,2019,FEB,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2501,890
2019/02,2019,FEB,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,46,0
2019/02,2019,FEB,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,20412,38584
2019/02,2019,FEB,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,34,77
2019/02,2019,FEB,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,1091,50441
2019/02,2019,FEB,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,1,0
2019/02,2019,FEB,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,96201,265813
2019/02,2019,FEB,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,82,14
2019/02,2019,FEB,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,40436,14043
2019/02,2019,FEB,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,133,125
2019/02,2019,FEB,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,141,12647
2019/02,2019,FEB,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,56,208328
2019/02,2019,FEB,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,11,50770
2019/02,2019,FEB,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,112,389670
2019/02,2019,FEB,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,218,1303355
2019/02,2019,FEB,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,323,4571505
2019/02,2019,FEB,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,160,196363
2019/02,2019,FEB,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,734,1158936
2019/02,2019,FEB,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2477,24302386
2019/02,2019,FEB,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,1,3103
2019/02,2019,FEB,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,26,54769
2019/02,2019,FEB,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,30,3880
2019/02,2019,FEB,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,5848,489465
2019/02,2019,FEB,PASIVOS,PLAZO PN,CTA.PLAZO,AREA BCA.EMP. Y CORP,2,7053
2019/02,2019,FEB,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,17,0
2019/02,2019,FEB,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,1,152
2019/02,2019,FEB,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,9,4
2019/02,2019,FEB,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3372,69189
2019/02,2019,FEB,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,178,7043
2019/02,2019,FEB,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,34,23
2019/02,2019,FEB,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,415,2194
2019/02,2019,FEB,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA DIST.RED MASIVA,2,0
2019/03,2019,MAR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,1,0
2019/03,2019,MAR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,2146,22776
2019/03,2019,MAR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,3,1
2019/03,2019,MAR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,31,26606
2019/03,2019,MAR,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,366,1752
2019/03,2019,MAR,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,2496,1484
2019/03,2019,MAR,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,35,0
2019/03,2019,MAR,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,20767,57180
2019/03,2019,MAR,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,20,34
2019/03,2019,MAR,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,938,31443
2019/03,2019,MAR,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,1,10
2019/03,2019,MAR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,103843,302271
2019/03,2019,MAR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA BCA.EMP. Y CORP,2,0
2019/03,2019,MAR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,111,64
2019/03,2019,MAR,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,36243,16312
2019/03,2019,MAR,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA BCA.EMP. Y CORP,1,0
2019/03,2019,MAR,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,116,388
2019/03,2019,MAR,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,125,6716
2019/03,2019,MAR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,36,108034
2019/03,2019,MAR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,8,27544
2019/03,2019,MAR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,83,119530
2019/03,2019,MAR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,157,850751
2019/03,2019,MAR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,469,1676610
2019/03,2019,MAR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,139,145679
2019/03,2019,MAR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,669,1037346
2019/03,2019,MAR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2100,13828373
2019/03,2019,MAR,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,29,60534
2019/03,2019,MAR,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,30,4655
2019/03,2019,MAR,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,6465,651133
2019/03,2019,MAR,PASIVOS,PLAZO PN,CTA.PLAZO,AREA DIST.RED MASIVA,4,44
2019/03,2019,MAR,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,14,121
2019/03,2019,MAR,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,1,0
2019/03,2019,MAR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,16,4116
2019/03,2019,MAR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3689,50948
2019/03,2019,MAR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,244,45554
2019/03,2019,MAR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,40,76420
2019/03,2019,MAR,PASIVOS,VISTA PJ SSFF,CUENTA CORRIENTE,AREA CIB,8,5358
2019/03,2019,MAR,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,488,1968
2019/04,2019,ABR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.INSTITUCIONAL,2,0
2019/04,2019,ABR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA B.MINORISTA,2213,18898
2019/04,2019,ABR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA BCA.EMP. Y CORP,20,549
2019/04,2019,ABR,PASIVOS,AHORRO PJ,CONTIAHORRO,AREA CIB,18,55263
2019/04,2019,ABR,PASIVOS,AHORRO PJ SSFF,CONTIAHORRO,AREA B.INSTITUCIONAL,1,0
2019/04,2019,ABR,PASIVOS,CONTIAHORRO,CONTIAHORRO,AREA B.MINORISTA,57,221
2019/04,2019,ABR,PASIVOS,CTS,C.T.S.,AREA B.MINORISTA,6911,1270
2019/04,2019,ABR,PASIVOS,CTS,C.T.S.,AREA DIST.RED MASIVA,171,12
2019/04,2019,ABR,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA B.MINORISTA,19907,35579
2019/04,2019,ABR,PASIVOS,CUENTA FACIL,CONTIAHORRO,AREA DIST.RED MASIVA,38,4
2019/04,2019,ABR,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA B.MINORISTA,970,26433
2019/04,2019,ABR,PASIVOS,CUENTA GANADORA,CONTIAHORRO,AREA DIST.RED MASIVA,1,5
2019/04,2019,ABR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA B.MINORISTA,108526,297474
2019/04,2019,ABR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA BCA.EMP. Y CORP,2,0
2019/04,2019,ABR,PASIVOS,CUENTA INDEPENDENCIA,CONTIAHORRO,AREA DIST.RED MASIVA,127,38
2019/04,2019,ABR,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA B.MINORISTA,37047,16812
2019/04,2019,ABR,PASIVOS,CUENTA SUELDO,CONTIAHORRO,AREA DIST.RED MASIVA,124,221
2019/04,2019,ABR,PASIVOS,CUENTA VIP,CUENTA CORRIENTE,AREA B.MINORISTA,149,6113
2019/04,2019,ABR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.INSTITUCIONAL,36,162313
2019/04,2019,ABR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA B.MINORISTA,23,55545
2019/04,2019,ABR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA BCA.EMP. Y CORP,130,458614
2019/04,2019,ABR,PASIVOS,DEP. PLAZO PJ SSFF,CTA.PLAZO,AREA MERCADOS,227,1355538
2019/04,2019,ABR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.INSTITUCIONAL,507,3571476
2019/04,2019,ABR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA B.MINORISTA,152,196159
2019/04,2019,ABR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,634,1007121
2019/04,2019,ABR,PASIVOS,DEPOSITO A PLAZO PJ,CTA.PLAZO,AREA MERCADOS,2261,26654787
2019/04,2019,ABR,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA B.MINORISTA,2,17082
2019/04,2019,ABR,PASIVOS,DIVAS PJ,CTA.PLAZO,AREA BCA.EMP. Y CORP,26,54769
2019/04,2019,ABR,PASIVOS,DIVAS PN,CTA.PLAZO,AREA B.MINORISTA,63,11029
2019/04,2019,ABR,PASIVOS,PLAZO PN,CTA.PLAZO,AREA B.MINORISTA,4903,385382
2019/04,2019,ABR,PASIVOS,PLAZO PN,CTA.PLAZO,AREA DIST.RED MASIVA,2,41
2019/04,2019,ABR,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA B.MINORISTA,16,1
2019/04,2019,ABR,PASIVOS,RESTO EMPRESAS,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,1,0
2019/04,2019,ABR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.INSTITUCIONAL,15,102
2019/04,2019,ABR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA B.MINORISTA,3755,49971
2019/04,2019,ABR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA BCA.EMP. Y CORP,225,18375
2019/04,2019,ABR,PASIVOS,VISTA PJ,CUENTA CORRIENTE,AREA CIB,63,111498
2019/04,2019,ABR,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA B.MINORISTA,625,5768
2019/04,2019,ABR,PASIVOS,VISTA PN RESTO,CUENTA CORRIENTE,AREA DIST.RED MASIVA,1,1
2018/01,2018,ENE,ACTIVOS,AUTOS,PRESTAMOS,AREA B.MINORISTA,382,10897
2018/01,2018,ENE,ACTIVOS,AUTOS,PRESTAMOS,AREA DIST.RED MASIVA,4,80
2018/01,2018,ENE,ACTIVOS,AVALES INTERNACIONALES,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,5,381
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,5,2685
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,2,373
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,1,1446
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,18,4328
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,93,74950
2018/01,2018,ENE,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,66,112028
2018/01,2018,ENE,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,104,31882
2018/01,2018,ENE,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,602,395999
2018/01,2018,ENE,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,4,68669
2018/01,2018,ENE,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,377,47650
2018/01,2018,ENE,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1109,378771
2018/01,2018,ENE,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,32,338683
2018/01,2018,ENE,ACTIVOS,CONTICASA,PRESTAMOS,AREA B.MINORISTA,466,183566
2018/01,2018,ENE,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA B.MINORISTA,115,51196
2018/01,2018,ENE,ACTIVOS,FACTORING,CONFIRMING,AREA B.INSTITUCIONAL,2,210
2018/01,2018,ENE,ACTIVOS,FACTORING,CONFIRMING,AREA B.MINORISTA,3,238
2018/01,2018,ENE,ACTIVOS,FACTORING,CONFIRMING,AREA BCA.EMP. Y CORP,3831,53282
2018/01,2018,ENE,ACTIVOS,FACTORING,CONFIRMING,AREA CIB,10035,303021
2018/01,2018,ENE,ACTIVOS,FACTORING,FACTORING,AREA CIB,11,77
2018/01,2018,ENE,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.MINORISTA,5499,198491
2018/01,2018,ENE,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA BCA.EMP. Y CORP,8,15936
2018/01,2018,ENE,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA CIB,5,7475
2018/01,2018,ENE,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,3,2640
2018/01,2018,ENE,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,7,3442
2018/01,2018,ENE,ACTIVOS,LEASING,LEASING,AREA B.MINORISTA,95,21134
2018/01,2018,ENE,ACTIVOS,LEASING,LEASING,AREA BCA.EMP. Y CORP,78,41886
2018/01,2018,ENE,ACTIVOS,LEASING,LEASING,AREA CIB,8,10619
2018/01,2018,ENE,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,1408,1246
2018/01,2018,ENE,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,397,221
2018/01,2018,ENE,ACTIVOS,MI VIVIENDA,PRESTAMOS,AREA B.MINORISTA,12,1035
2018/01,2018,ENE,ACTIVOS,ONCOLOGICO,SEGUROS,AREA B.MINORISTA,678,18
2018/01,2018,ENE,ACTIVOS,OTRAS,AVALES,AREA B.INSTITUCIONAL,18,621
2018/01,2018,ENE,ACTIVOS,OTRAS,AVALES,AREA B.MINORISTA,906,62264
2018/01,2018,ENE,ACTIVOS,OTRAS,AVALES,AREA BCA.EMP. Y CORP,994,231641
2018/01,2018,ENE,ACTIVOS,OTRAS,AVALES,AREA CIB,244,350490
2018/01,2018,ENE,ACTIVOS,PLD,PRESTAMOS,AREA B.MINORISTA,32536,243756
2018/01,2018,ENE,ACTIVOS,PLD,PRESTAMOS,AREA DIST.RED MASIVA,6,199
2018/01,2018,ENE,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.INSTITUCIONAL,47,71223
2018/01,2018,ENE,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.MINORISTA,3390,518520
2018/01,2018,ENE,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA BCA.EMP. Y CORP,2990,947718
2018/01,2018,ENE,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA CIB,125,1584715
2018/01,2018,ENE,ACTIVOS,PRESTAMO CONTILOCAL,PRESTAMOS,AREA B.MINORISTA,8,2861
2018/01,2018,ENE,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA B.MINORISTA,19,12812
2018/01,2018,ENE,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA BCA.EMP. Y CORP,14,41027
2018/01,2018,ENE,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA CIB,2,3375
2018/01,2018,ENE,ACTIVOS,PROTECCION TARJETAS,SEGUROS,AREA B.MINORISTA,21765,154
2018/01,2018,ENE,ACTIVOS,RESTO EMPRESAS,AVALES,AREA B.MINORISTA,6,563
2018/01,2018,ENE,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,2,99
2018/01,2018,ENE,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,17,3677
2018/01,2018,ENE,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,1,171
2018/01,2018,ENE,ACTIVOS,RESTO SEGUROS,SEGUROS,AREA B.MINORISTA,5555,40
2018/01,2018,ENE,ACTIVOS,RETIRO SEGURO,SEGUROS,AREA B.MINORISTA,32808,25
2018/01,2018,ENE,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,5,21145
2018/01,2018,ENE,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,142,18208
2018/01,2018,ENE,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,383,54790
2018/01,2018,ENE,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,58,391574
2018/01,2018,ENE,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1,17
2018/01,2018,ENE,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,7,6172
2018/01,2018,ENE,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,15,0
2018/01,2018,ENE,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,4,0
2018/01,2018,ENE,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA CIB,1,0
2018/01,2018,ENE,ACTIVOS,TARJETAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,4703,22793
2018/01,2018,ENE,ACTIVOS,TJ EMPRESAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,66,2661
2018/01,2018,ENE,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA B.INSTITUCIONAL,4,4
2018/01,2018,ENE,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,254,9265
2018/01,2018,ENE,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,4,4
2018/01,2018,ENE,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA CIB,1,12
2018/01,2018,ENE,ACTIVOS,VEHICULAR NO VINCULADO,SEGUROS,AREA B.MINORISTA,1044,107
2018/01,2018,ENE,ACTIVOS,VIDA,SEGUROS,AREA B.MINORISTA,78,3
2018/01,2018,ENE,ACTIVOS,VIDA RENTA,SEGUROS,AREA B.MINORISTA,1971,44
2018/01,2018,ENE,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,15403,24525
2018/01,2018,ENE,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,3,0
2018/01,2018,ENE,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,2225,1747
2018/02,2018,FEB,ACTIVOS,AUTOS,PRESTAMOS,AREA B.MINORISTA,3570,77678
2018/02,2018,FEB,ACTIVOS,AVALES INTERNACIONALES,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,7,450
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,4,4553
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,13,9551
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,4,817
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,1,442
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,9,2497
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,71,22581
2018/02,2018,FEB,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,41,133773
2018/02,2018,FEB,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,85,27216
2018/02,2018,FEB,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,466,263644
2018/02,2018,FEB,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,8,56921
2018/02,2018,FEB,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,288,38343
2018/02,2018,FEB,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,928,319804
2018/02,2018,FEB,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,28,392054
2018/02,2018,FEB,ACTIVOS,CONTICASA,PRESTAMOS,AREA B.MINORISTA,446,186043
2018/02,2018,FEB,ACTIVOS,CONTICASA,PRESTAMOS,AREA DIST.RED MASIVA,1,225
2018/02,2018,FEB,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA B.MINORISTA,135,57593
2018/02,2018,FEB,ACTIVOS,FACTORING,CONFIRMING,AREA B.INSTITUCIONAL,2,186
